uid,浏览量,点赞量,观看作者数,观看作品数,观看作品平均时长,观看配乐数,完整观看数,去过的城市数,观看作品城市数
30941,11,0,11,11,12.181818181818182,10.0,3,1.0,10.0
30942,184,0,183,184,10.592391304347826,149.0,55,1.0,100.0
30943,59,0,57,59,10.288135593220339,53.0,13,1.0,48.0
30944,153,2,147,153,11.673202614379084,140.0,62,1.0,79.0
30945,62,1,62,62,10.935483870967742,51.0,28,2.0,50.0
30946,92,0,89,92,12.543478260869565,89.0,61,1.0,64.0
30947,86,0,81,86,12.383720930232558,73.0,39,1.0,59.0
30948,87,0,87,87,10.804597701149426,72.0,50,1.0,58.0
30949,40,0,39,40,9.325,33.0,20,1.0,32.0
30950,23,0,23,23,10.521739130434783,18.0,8,1.0,21.0
30951,60,1,59,60,10.583333333333334,55.0,32,1.0,25.0
30952,60,4,58,60,10.733333333333333,52.0,22,1.0,42.0
30953,56,0,55,56,11.410714285714286,47.0,18,1.0,48.0
30954,340,0,322,340,11.444117647058823,252.0,38,1.0,131.0
30955,16,0,15,16,11.5,14.0,4,1.0,13.0
30956,42,0,40,42,11.571428571428571,35.0,18,1.0,32.0
30957,1019,0,933,1019,10.489695780176644,568.0,200,2.0,211.0
30958,202,0,182,202,11.430693069306932,171.0,84,1.0,102.0
30959,80,0,76,80,11.8625,70.0,21,1.0,54.0
30960,4,0,4,4,8.75,4.0,4,1.0,4.0
30961,12,0,12,12,10.916666666666666,12.0,5,1.0,12.0
30962,13,0,13,13,12.538461538461538,13.0,10,1.0,12.0
30963,48,0,47,48,13.0,46.0,7,1.0,39.0
30964,11,0,8,11,10.909090909090908,11.0,7,1.0,6.0
30965,75,0,75,75,10.146666666666667,64.0,57,1.0,57.0
30966,24,0,24,24,11.75,20.0,12,1.0,20.0
30967,101,0,100,101,9.514851485148515,93.0,27,1.0,46.0
30968,22,0,21,22,11.545454545454545,22.0,15,1.0,21.0
30969,40,0,40,40,10.35,38.0,10,1.0,19.0
30970,62,0,57,62,12.96774193548387,55.0,28,1.0,45.0
30972,156,1,150,156,10.762820512820513,139.0,31,1.0,97.0
30973,27,0,27,27,13.148148148148149,26.0,18,1.0,24.0
30974,70,0,66,70,12.4,61.0,30,1.0,48.0
30975,68,0,67,68,12.455882352941176,60.0,25,2.0,52.0
30976,102,0,85,102,10.27450980392157,71.0,23,1.0,56.0
30977,74,0,73,74,10.027027027027026,64.0,10,1.0,54.0
30978,168,8,160,168,10.958333333333334,142.0,46,8.0,75.0
30979,45,0,45,45,11.688888888888888,42.0,24,1.0,36.0
30980,19,0,19,19,12.789473684210526,16.0,2,1.0,17.0
30981,62,1,58,62,11.241935483870968,58.0,37,1.0,45.0
30982,26,0,25,26,13.73076923076923,24.0,12,1.0,19.0
30983,1,0,1,1,6.0,1.0,0,1.0,1.0
30984,9,0,9,9,15.11111111111111,9.0,3,1.0,8.0
30985,6,0,6,6,13.833333333333334,6.0,1,1.0,6.0
30986,16,0,16,16,9.25,16.0,13,1.0,16.0
30987,139,0,132,139,10.453237410071942,120.0,80,1.0,81.0
30988,8,1,8,8,11.5,8.0,8,1.0,8.0
30989,178,0,174,178,10.848314606741573,133.0,80,1.0,101.0
30990,141,0,139,141,11.5177304964539,101.0,37,1.0,73.0
30991,17,0,17,17,11.529411764705882,17.0,3,1.0,17.0
30992,1,0,1,1,10.0,1.0,1,1.0,1.0
30993,97,0,88,97,10.56701030927835,88.0,39,1.0,24.0
30994,266,0,248,266,10.68421052631579,216.0,55,1.0,144.0
30995,34,1,33,34,11.0,31.0,7,2.0,29.0
30996,68,0,64,68,11.617647058823529,60.0,6,1.0,47.0
30997,9,0,9,9,15.777777777777779,9.0,2,1.0,9.0
30998,63,2,63,63,9.952380952380953,59.0,32,1.0,54.0
30999,109,0,103,109,10.587155963302752,84.0,62,1.0,69.0
31000,89,2,86,89,9.808988764044944,79.0,26,1.0,52.0
31001,8,0,8,8,10.0,7.0,6,1.0,7.0
31002,6,0,5,6,9.0,6.0,2,1.0,5.0
31003,40,0,36,40,12.425,28.0,25,1.0,29.0
31004,41,0,41,41,11.195121951219512,36.0,22,1.0,36.0
31005,11,0,10,11,12.636363636363637,11.0,5,1.0,10.0
31007,12,0,12,12,10.5,12.0,4,1.0,11.0
31008,10,0,10,10,9.0,10.0,5,1.0,9.0
31009,69,0,68,69,11.115942028985508,58.0,32,1.0,50.0
31010,14,0,14,14,13.0,14.0,4,1.0,12.0
31011,26,0,25,26,13.23076923076923,26.0,10,2.0,24.0
31012,63,0,60,63,11.301587301587302,55.0,17,1.0,43.0
31013,48,0,47,48,10.729166666666666,47.0,9,2.0,37.0
31014,94,0,92,94,12.638297872340425,80.0,48,1.0,60.0
31015,195,2,171,195,12.841025641025642,154.0,31,1.0,89.0
31016,65,0,60,65,9.938461538461539,59.0,36,1.0,48.0
31017,3,0,3,3,9.666666666666666,3.0,0,1.0,3.0
31018,23,0,22,23,11.0,21.0,10,1.0,21.0
31019,63,0,60,63,10.666666666666666,57.0,27,1.0,49.0
31020,3,0,3,3,15.333333333333334,3.0,1,1.0,3.0
31021,1,0,1,1,10.0,1.0,1,1.0,1.0
31022,11,0,11,11,8.545454545454545,11.0,9,1.0,11.0
31023,17,0,17,17,10.176470588235293,17.0,12,1.0,17.0
31024,19,0,19,19,8.842105263157896,17.0,7,1.0,19.0
31025,146,0,146,146,10.506849315068493,127.0,22,1.0,97.0
31026,76,0,72,76,9.763157894736842,74.0,23,1.0,37.0
31027,88,1,83,88,10.329545454545455,82.0,20,1.0,55.0
31028,14,0,14,14,15.285714285714286,14.0,4,1.0,13.0
31029,44,0,43,44,11.159090909090908,40.0,12,1.0,38.0
31030,1,0,1,1,9.0,1.0,0,1.0,1.0
31031,26,6,26,26,12.538461538461538,25.0,24,1.0,22.0
31032,19,0,19,19,12.210526315789474,18.0,2,1.0,8.0
31033,3,0,3,3,8.0,3.0,1,1.0,3.0
31034,7,0,7,7,8.714285714285714,6.0,6,2.0,7.0
31035,65,0,65,65,9.876923076923077,61.0,23,2.0,50.0
31036,11,0,11,11,11.636363636363637,11.0,5,1.0,8.0
31037,153,0,145,153,10.908496732026144,111.0,45,1.0,90.0
31038,69,0,69,69,11.130434782608695,60.0,55,1.0,51.0
31039,45,0,43,45,15.11111111111111,41.0,13,1.0,39.0
31040,25,0,23,25,11.52,25.0,18,1.0,22.0
31041,74,0,73,74,10.391891891891891,62.0,14,1.0,52.0
31042,235,0,230,235,10.625531914893617,189.0,131,1.0,114.0
31044,33,0,28,33,10.787878787878787,32.0,20,1.0,24.0
31045,4,0,4,4,7.75,4.0,4,1.0,4.0
31046,179,0,167,179,10.893854748603353,152.0,43,1.0,82.0
31047,58,1,58,58,11.431034482758621,54.0,11,1.0,37.0
31048,18,0,17,18,10.944444444444445,18.0,5,1.0,16.0
31049,24,0,24,24,10.541666666666666,24.0,8,2.0,22.0
31050,28,0,28,28,10.678571428571429,28.0,12,1.0,25.0
31051,141,0,141,141,11.092198581560284,101.0,61,1.0,95.0
31052,13,0,13,13,12.461538461538462,10.0,6,1.0,12.0
31053,36,0,34,36,11.694444444444445,32.0,16,2.0,25.0
31054,53,0,53,53,10.50943396226415,43.0,14,1.0,27.0
31055,35,1,35,35,9.914285714285715,32.0,13,1.0,31.0
31056,10,0,10,10,13.5,10.0,4,1.0,10.0
31057,5,0,5,5,16.8,5.0,3,1.0,4.0
31058,3,0,3,3,8.666666666666666,3.0,2,1.0,3.0
31059,89,0,87,89,10.696629213483146,79.0,21,1.0,62.0
31060,20,0,20,20,11.9,19.0,6,1.0,18.0
31061,74,0,74,74,12.81081081081081,66.0,34,1.0,57.0
31062,28,0,28,28,11.25,26.0,13,1.0,27.0
31063,8,0,8,8,9.875,8.0,0,1.0,7.0
31064,2,0,2,2,9.5,2.0,2,1.0,2.0
31065,27,0,26,27,11.666666666666666,25.0,5,1.0,23.0
31066,29,0,29,29,10.241379310344827,26.0,12,1.0,27.0
31067,30,0,30,30,9.3,30.0,18,1.0,25.0
31068,47,0,46,47,11.085106382978724,42.0,14,1.0,44.0
31069,17,0,16,17,11.058823529411764,16.0,12,1.0,14.0
31070,49,0,48,49,13.36734693877551,41.0,27,1.0,39.0
31071,116,2,110,116,11.974137931034482,102.0,17,1.0,73.0
31072,62,0,62,62,11.709677419354838,57.0,34,2.0,42.0
31073,39,0,36,39,9.23076923076923,37.0,25,1.0,32.0
31074,398,0,362,398,11.271356783919598,292.0,71,1.0,145.0
31075,44,0,44,44,10.931818181818182,38.0,22,2.0,38.0
31076,141,0,136,141,10.801418439716311,128.0,80,1.0,80.0
31077,54,0,52,54,11.25925925925926,49.0,16,2.0,41.0
31078,75,2,72,75,9.76,64.0,15,1.0,59.0
31079,111,0,104,111,10.873873873873874,96.0,59,1.0,72.0
31081,17,0,17,17,16.529411764705884,17.0,12,1.0,17.0
31082,197,0,189,197,11.142131979695431,161.0,79,1.0,104.0
31083,17,0,17,17,9.0,17.0,8,1.0,15.0
31084,4,0,4,4,9.25,4.0,2,1.0,4.0
31085,51,0,50,51,11.392156862745098,44.0,21,1.0,38.0
31086,195,0,192,195,11.62051282051282,160.0,60,1.0,76.0
31087,99,1,96,99,10.969696969696969,89.0,60,1.0,65.0
31088,3,0,3,3,9.0,3.0,0,1.0,3.0
31089,6,0,6,6,11.333333333333334,6.0,2,1.0,6.0
31090,79,1,79,79,11.291139240506329,71.0,27,2.0,68.0
31091,43,0,43,43,11.13953488372093,40.0,29,1.0,34.0
31092,464,0,449,464,11.217672413793103,337.0,39,1.0,159.0
31093,27,0,27,27,9.74074074074074,26.0,13,1.0,22.0
31094,16,1,16,16,8.75,16.0,8,2.0,16.0
31095,26,0,26,26,13.884615384615385,24.0,9,1.0,25.0
31096,3,0,3,3,12.333333333333334,3.0,2,1.0,3.0
31097,45,0,44,45,10.977777777777778,42.0,21,1.0,36.0
31098,99,0,97,99,10.282828282828282,89.0,27,1.0,74.0
31099,23,0,23,23,11.521739130434783,21.0,5,1.0,1.0
31100,111,0,108,111,12.315315315315315,95.0,38,1.0,71.0
31101,5,0,5,5,16.6,5.0,0,1.0,5.0
31102,7,0,7,7,9.714285714285714,7.0,1,1.0,7.0
31103,228,0,207,228,9.978070175438596,172.0,62,1.0,102.0
31104,10,0,10,10,8.6,10.0,2,1.0,10.0
31105,56,0,56,56,9.589285714285714,51.0,33,1.0,43.0
31106,148,1,142,148,11.283783783783784,141.0,22,1.0,83.0
31107,9,0,8,9,8.444444444444445,9.0,5,1.0,8.0
31108,29,0,27,29,12.793103448275861,27.0,9,2.0,27.0
31109,153,2,145,153,11.398692810457517,121.0,61,1.0,84.0
31110,28,2,28,28,8.964285714285714,27.0,10,1.0,25.0
31111,11,0,11,11,9.636363636363637,11.0,5,1.0,10.0
31112,85,0,81,85,10.976470588235294,74.0,16,3.0,60.0
31113,8,0,8,8,12.375,8.0,4,1.0,8.0
31114,17,0,17,17,9.941176470588236,16.0,7,2.0,16.0
31115,23,0,23,23,12.434782608695652,23.0,17,1.0,18.0
31116,9,0,9,9,14.666666666666666,9.0,7,1.0,8.0
31117,107,0,106,107,12.158878504672897,91.0,75,1.0,81.0
31118,1,0,1,1,10.0,1.0,1,1.0,1.0
31119,106,0,106,106,11.518867924528301,80.0,49,1.0,65.0
31120,161,0,141,161,10.366459627329192,134.0,11,1.0,87.0
31121,45,0,44,45,9.955555555555556,41.0,26,1.0,39.0
31122,55,0,55,55,10.636363636363637,51.0,31,2.0,37.0
31123,19,0,19,19,10.263157894736842,18.0,4,2.0,19.0
31124,13,0,12,13,11.615384615384615,13.0,4,1.0,12.0
31125,178,0,176,178,10.5,144.0,80,1.0,109.0
31126,7,0,7,7,15.0,7.0,3,1.0,7.0
31127,11,0,11,11,9.272727272727273,11.0,7,4.0,10.0
31128,14,0,14,14,11.071428571428571,14.0,5,1.0,13.0
31129,110,1,108,110,10.581818181818182,91.0,41,1.0,36.0
31130,74,0,74,74,12.216216216216216,71.0,31,1.0,58.0
31131,125,0,124,125,11.016,98.0,48,1.0,81.0
31132,34,0,33,34,11.529411764705882,32.0,15,1.0,29.0
31133,6,0,6,6,11.5,6.0,3,1.0,6.0
31134,212,0,200,212,10.75943396226415,148.0,123,1.0,112.0
31135,32,0,31,32,10.125,32.0,15,1.0,24.0
31136,5,0,5,5,8.8,5.0,1,1.0,5.0
31137,133,0,122,133,10.849624060150376,118.0,62,1.0,79.0
31138,75,0,75,75,11.04,69.0,36,1.0,52.0
31139,23,0,23,23,11.08695652173913,21.0,12,1.0,23.0
31140,3,0,3,3,8.333333333333334,3.0,3,1.0,3.0
31141,7,0,7,7,9.142857142857142,7.0,5,1.0,7.0
31142,61,0,61,61,10.344262295081966,53.0,27,1.0,48.0
31143,46,0,45,46,11.5,44.0,15,1.0,38.0
31144,174,0,150,174,10.051724137931034,136.0,61,1.0,96.0
31145,97,2,95,97,10.391752577319588,86.0,54,1.0,73.0
31146,97,0,93,97,11.288659793814434,81.0,22,1.0,57.0
31147,129,0,126,129,11.922480620155039,91.0,45,1.0,91.0
31148,92,0,91,92,11.16304347826087,85.0,34,1.0,53.0
31149,74,1,73,74,11.878378378378379,68.0,28,1.0,59.0
31150,1,0,1,1,20.0,1.0,1,1.0,1.0
31151,139,0,133,139,9.942446043165468,111.0,54,1.0,92.0
31152,52,0,52,52,12.096153846153847,48.0,31,1.0,41.0
31153,28,6,28,28,11.857142857142858,26.0,7,1.0,25.0
31154,1,0,1,1,10.0,1.0,1,1.0,1.0
31155,148,0,146,148,11.932432432432432,128.0,56,3.0,89.0
31156,64,0,64,64,12.03125,56.0,19,1.0,47.0
31157,40,0,40,40,9.775,34.0,14,1.0,37.0
31158,128,0,124,128,10.4609375,88.0,30,1.0,83.0
31159,195,3,190,195,11.03076923076923,142.0,28,2.0,112.0
31160,88,0,88,88,10.545454545454545,69.0,32,1.0,64.0
31161,65,0,63,65,10.523076923076923,53.0,24,1.0,50.0
31162,30,0,30,30,9.533333333333333,29.0,8,1.0,22.0
31163,4,0,4,4,13.0,4.0,1,1.0,4.0
31164,32,0,32,32,12.03125,27.0,17,1.0,23.0
31165,24,0,24,24,10.708333333333334,24.0,4,2.0,20.0
31166,1,0,1,1,10.0,1.0,1,1.0,1.0
31167,27,0,27,27,10.296296296296296,24.0,16,1.0,22.0
31168,7,0,7,7,9.571428571428571,7.0,4,1.0,7.0
31169,84,0,80,84,11.30952380952381,80.0,29,1.0,68.0
31170,62,0,62,62,11.82258064516129,56.0,31,1.0,41.0
31171,6,0,6,6,10.5,5.0,3,1.0,6.0
31172,16,0,16,16,9.25,16.0,8,1.0,14.0
31173,127,1,124,127,11.88976377952756,97.0,32,1.0,72.0
31174,6,0,6,6,13.0,6.0,3,1.0,6.0
31175,6,0,6,6,10.666666666666666,6.0,0,1.0,6.0
31176,14,0,12,14,8.642857142857142,13.0,8,1.0,10.0
31177,23,0,23,23,11.304347826086957,21.0,8,1.0,21.0
31178,124,1,118,124,11.112903225806452,111.0,24,2.0,61.0
31179,8,0,8,8,13.25,8.0,2,1.0,8.0
31180,28,1,28,28,9.571428571428571,26.0,16,1.0,22.0
31181,33,0,30,33,12.151515151515152,32.0,27,1.0,27.0
31182,39,1,37,39,9.923076923076923,32.0,10,1.0,30.0
31183,186,0,179,186,10.661290322580646,157.0,53,1.0,115.0
31184,3,0,3,3,11.666666666666666,3.0,3,1.0,3.0
31185,21,0,21,21,12.19047619047619,19.0,13,1.0,20.0
31186,225,0,218,225,11.088888888888889,192.0,100,1.0,119.0
31187,23,0,23,23,14.478260869565217,23.0,5,1.0,19.0
31188,75,0,73,75,10.826666666666666,71.0,20,1.0,55.0
31189,13,0,13,13,13.384615384615385,13.0,9,1.0,11.0
31190,22,0,22,22,14.136363636363637,22.0,11,1.0,21.0
31191,3,0,3,3,8.666666666666666,3.0,3,1.0,3.0
31192,27,0,27,27,11.703703703703704,26.0,12,1.0,14.0
31193,137,0,134,137,11.204379562043796,126.0,89,1.0,97.0
31194,79,0,79,79,10.746835443037975,71.0,34,1.0,62.0
31195,449,0,441,449,10.839643652561247,296.0,81,1.0,175.0
31196,212,1,199,212,11.44811320754717,156.0,35,1.0,104.0
31197,93,0,91,93,11.43010752688172,85.0,36,1.0,60.0
31198,202,0,195,202,10.400990099009901,149.0,27,1.0,121.0
31199,159,0,149,159,11.69811320754717,141.0,43,1.0,83.0
31200,25,0,25,25,12.44,25.0,11,1.0,16.0
31201,27,2,27,27,12.74074074074074,23.0,16,1.0,26.0
31202,9,0,9,9,10.333333333333334,9.0,7,1.0,7.0
31203,51,0,51,51,12.156862745098039,47.0,9,1.0,44.0
31204,170,0,162,170,10.670588235294117,139.0,32,1.0,102.0
31205,78,0,77,78,11.26923076923077,74.0,20,1.0,55.0
31206,50,0,50,50,10.06,47.0,28,1.0,40.0
31207,16,0,16,16,13.0,14.0,5,1.0,14.0
31208,158,0,154,158,10.044303797468354,127.0,43,1.0,84.0
31209,100,0,93,100,10.47,98.0,25,1.0,65.0
31210,244,1,209,244,11.28688524590164,194.0,88,2.0,89.0
31211,62,0,61,62,10.580645161290322,49.0,5,2.0,42.0
31212,2,0,2,2,9.5,2.0,2,1.0,2.0
31213,7,0,7,7,8.714285714285714,7.0,5,2.0,7.0
31214,17,0,17,17,10.705882352941176,17.0,13,1.0,15.0
31215,31,0,30,31,12.903225806451612,29.0,5,1.0,27.0
31216,4,0,4,4,13.25,4.0,0,2.0,4.0
31217,51,0,48,51,12.411764705882353,47.0,44,1.0,42.0
31218,26,0,26,26,11.884615384615385,25.0,4,1.0,23.0
31219,35,0,35,35,12.17142857142857,31.0,15,1.0,28.0
31220,93,0,93,93,11.473118279569892,76.0,23,2.0,68.0
31221,17,0,17,17,12.882352941176471,17.0,3,1.0,16.0
31222,13,0,13,13,10.76923076923077,13.0,7,1.0,12.0
31223,364,0,333,364,10.601648351648352,281.0,112,1.0,161.0
31225,206,2,204,206,11.233009708737864,142.0,64,1.0,106.0
31226,5,0,5,5,9.0,5.0,2,1.0,5.0
31227,15,0,15,15,9.333333333333334,15.0,11,1.0,15.0
31228,6,0,5,6,13.166666666666666,6.0,6,1.0,5.0
31229,36,0,35,36,11.0,31.0,11,1.0,28.0
31230,37,0,37,37,11.567567567567568,35.0,15,1.0,31.0
31231,5,0,5,5,16.0,5.0,1,1.0,5.0
31232,45,0,45,45,12.755555555555556,41.0,17,2.0,38.0
31233,339,0,294,339,10.5929203539823,241.0,151,1.0,113.0
31234,12,0,12,12,10.666666666666666,12.0,2,1.0,12.0
31235,101,0,95,101,10.475247524752476,76.0,34,1.0,59.0
31236,23,0,23,23,10.73913043478261,23.0,11,1.0,21.0
31237,178,0,175,178,10.876404494382022,146.0,55,1.0,92.0
31238,94,0,93,94,12.042553191489361,76.0,45,1.0,62.0
31240,6,0,6,6,13.833333333333334,6.0,1,1.0,6.0
31241,34,0,33,34,11.588235294117647,34.0,21,3.0,30.0
31242,7,0,7,7,9.571428571428571,6.0,5,1.0,7.0
31243,31,0,30,31,11.741935483870968,28.0,6,1.0,18.0
31244,8,0,8,8,12.0,8.0,7,1.0,7.0
31245,104,0,101,104,11.39423076923077,87.0,35,1.0,70.0
31246,39,0,39,39,10.846153846153847,35.0,17,1.0,33.0
31247,48,0,47,48,12.208333333333334,46.0,26,1.0,39.0
31248,161,0,158,161,10.645962732919255,115.0,91,1.0,101.0
31249,97,0,90,97,10.103092783505154,84.0,25,2.0,59.0
31250,2,0,2,2,8.5,2.0,1,1.0,2.0
31251,6,0,6,6,11.166666666666666,6.0,3,3.0,6.0
31252,155,0,154,155,11.0,124.0,43,1.0,108.0
31253,33,0,33,33,10.969696969696969,32.0,12,1.0,31.0
31254,6,0,6,6,11.833333333333334,6.0,3,1.0,6.0
31255,245,0,218,245,11.869387755102041,198.0,124,1.0,122.0
31256,77,0,77,77,10.571428571428571,65.0,24,1.0,58.0
31257,22,0,22,22,11.136363636363637,22.0,9,1.0,19.0
31258,29,0,29,29,9.551724137931034,27.0,17,1.0,26.0
31259,51,0,50,51,12.176470588235293,48.0,34,1.0,40.0
31260,5,0,5,5,11.0,5.0,4,1.0,5.0
31261,68,0,67,68,11.102941176470589,63.0,47,1.0,49.0
31262,173,0,168,173,11.219653179190752,139.0,31,2.0,94.0
31263,294,0,282,294,10.476190476190476,214.0,171,1.0,136.0
31264,2,0,2,2,8.0,2.0,2,1.0,2.0
31265,15,0,15,15,13.8,15.0,10,1.0,14.0
31266,160,1,156,160,10.875,132.0,57,1.0,91.0
31267,62,1,61,62,9.919354838709678,49.0,16,1.0,52.0
31268,20,0,20,20,9.05,18.0,2,1.0,4.0
31269,16,0,16,16,10.0,16.0,12,1.0,14.0
31270,20,0,19,20,11.85,20.0,13,1.0,18.0
31271,14,0,14,14,11.285714285714286,12.0,2,1.0,14.0
31272,24,2,24,24,10.875,24.0,8,1.0,23.0
31273,29,0,29,29,10.620689655172415,26.0,8,2.0,27.0
31274,185,0,182,185,11.432432432432432,142.0,34,1.0,102.0
31275,71,0,66,71,10.830985915492958,59.0,26,2.0,55.0
31276,59,0,58,59,11.23728813559322,47.0,26,1.0,41.0
31278,35,0,35,35,9.6,30.0,13,1.0,29.0
31279,106,0,99,106,10.575471698113208,92.0,68,1.0,66.0
31280,20,0,19,20,12.7,20.0,14,1.0,19.0
31281,50,0,49,50,11.1,39.0,28,1.0,40.0
31282,82,0,79,82,11.170731707317072,70.0,33,1.0,49.0
31283,1,0,1,1,10.0,1.0,0,1.0,1.0
31284,1,0,1,1,39.0,1.0,0,1.0,1.0
31285,212,0,201,212,10.86320754716981,171.0,68,1.0,107.0
31286,208,0,197,208,10.951923076923077,155.0,8,1.0,124.0
31287,2,0,2,2,11.0,2.0,1,1.0,2.0
31288,149,0,148,149,11.046979865771812,110.0,48,1.0,102.0
31289,2,0,2,2,7.5,2.0,2,1.0,2.0
31290,13,0,13,13,8.23076923076923,13.0,5,1.0,13.0
31292,1,0,1,1,21.0,1.0,1,1.0,1.0
31293,62,0,62,62,11.564516129032258,57.0,33,1.0,53.0
31294,1,0,1,1,9.0,1.0,0,1.0,1.0
31295,193,0,191,193,10.212435233160623,146.0,40,1.0,92.0
31296,16,0,16,16,11.9375,16.0,6,1.0,13.0
31297,33,0,33,33,10.393939393939394,30.0,25,1.0,27.0
31298,14,0,14,14,11.642857142857142,14.0,7,1.0,14.0
31299,25,0,24,25,12.84,22.0,6,2.0,20.0
31300,21,0,21,21,10.142857142857142,19.0,6,2.0,19.0
31301,50,0,48,50,10.5,46.0,22,1.0,37.0
31302,30,0,29,30,9.133333333333333,29.0,11,1.0,25.0
31303,50,0,48,50,10.14,42.0,1,1.0,32.0
31304,148,0,143,148,11.20945945945946,113.0,64,1.0,81.0
31305,110,8,109,110,11.927272727272728,89.0,10,1.0,75.0
31306,10,0,10,10,10.0,10.0,3,2.0,10.0
31307,27,0,27,27,12.88888888888889,24.0,19,1.0,23.0
31308,91,0,89,91,11.736263736263735,86.0,48,2.0,67.0
31309,3,0,3,3,12.0,3.0,2,1.0,3.0
31310,17,0,17,17,12.647058823529411,17.0,6,1.0,17.0
31311,28,0,27,28,11.964285714285714,26.0,21,1.0,25.0
31312,235,0,229,235,10.774468085106383,172.0,51,1.0,98.0
31313,71,0,70,71,11.492957746478874,60.0,23,1.0,51.0
31314,52,0,51,52,10.096153846153847,45.0,27,1.0,43.0
31315,14,0,14,14,10.928571428571429,14.0,2,1.0,13.0
31316,97,0,96,97,11.010309278350515,88.0,24,1.0,65.0
31317,6,0,6,6,9.0,6.0,5,1.0,6.0
31318,69,0,69,69,10.130434782608695,62.0,10,2.0,47.0
31319,62,0,62,62,10.548387096774194,57.0,23,4.0,49.0
31320,19,0,15,19,10.578947368421053,18.0,8,2.0,13.0
31321,4,0,4,4,16.0,4.0,2,1.0,4.0
31322,125,0,114,125,11.24,100.0,54,1.0,90.0
31323,43,0,43,43,10.395348837209303,40.0,25,1.0,39.0
31324,25,0,25,25,11.08,20.0,7,1.0,24.0
31325,438,0,398,438,10.915525114155251,328.0,88,6.0,159.0
31326,10,0,10,10,8.4,10.0,8,3.0,9.0
31328,66,0,65,66,10.106060606060606,64.0,15,1.0,52.0
31329,411,5,354,411,10.854014598540147,308.0,135,1.0,136.0
31330,13,0,13,13,13.23076923076923,11.0,6,1.0,13.0
31331,41,1,40,41,9.658536585365853,39.0,9,1.0,29.0
31332,63,0,60,63,12.619047619047619,56.0,15,1.0,46.0
31333,3,0,3,3,7.666666666666667,3.0,2,1.0,3.0
31334,4,0,4,4,14.25,4.0,1,1.0,4.0
31335,3,0,3,3,13.0,3.0,1,1.0,3.0
31338,11,1,11,11,9.818181818181818,11.0,3,1.0,10.0
31339,155,0,147,155,11.916129032258064,130.0,64,1.0,84.0
31340,19,0,19,19,11.736842105263158,19.0,8,5.0,15.0
31341,108,0,99,108,10.842592592592593,93.0,32,1.0,64.0
31342,59,0,58,59,12.64406779661017,48.0,24,1.0,46.0
31343,3,0,3,3,11.666666666666666,3.0,3,1.0,3.0
31344,177,0,170,177,11.68361581920904,151.0,95,1.0,111.0
31345,29,0,28,29,11.275862068965518,25.0,15,1.0,26.0
31346,44,0,43,44,11.704545454545455,40.0,22,1.0,35.0
31347,45,1,45,45,10.777777777777779,41.0,20,1.0,38.0
31348,19,1,19,19,10.526315789473685,19.0,5,1.0,18.0
31349,116,0,110,116,11.586206896551724,88.0,39,1.0,42.0
31350,13,0,13,13,13.692307692307692,13.0,8,1.0,12.0
31351,22,0,22,22,13.090909090909092,22.0,13,1.0,20.0
31352,342,0,329,342,10.812865497076023,237.0,94,1.0,148.0
31353,8,0,8,8,9.625,8.0,6,1.0,8.0
31355,81,1,79,81,11.08641975308642,74.0,34,1.0,59.0
31356,222,1,212,222,11.454954954954955,176.0,107,9.0,114.0
31358,239,1,235,239,10.677824267782427,159.0,93,1.0,126.0
31359,19,0,19,19,10.368421052631579,19.0,11,1.0,18.0
31360,13,0,13,13,10.23076923076923,13.0,9,1.0,11.0
31361,9,0,9,9,10.777777777777779,9.0,3,1.0,9.0
31362,193,0,187,193,10.797927461139896,163.0,82,1.0,117.0
31363,1,0,1,1,9.0,1.0,1,1.0,1.0
31364,265,0,247,265,10.962264150943396,223.0,18,1.0,125.0
31365,3,0,3,3,8.666666666666666,3.0,0,1.0,3.0
31366,70,0,66,70,10.742857142857142,63.0,31,5.0,52.0
31367,86,0,84,86,11.232558139534884,71.0,23,1.0,60.0
31368,402,0,380,402,10.987562189054726,319.0,46,1.0,162.0
31369,37,0,36,37,9.972972972972974,36.0,13,3.0,29.0
31370,45,1,45,45,11.688888888888888,41.0,12,1.0,38.0
31371,24,0,23,24,9.208333333333334,24.0,9,1.0,19.0
31372,39,0,39,39,11.0,36.0,18,1.0,31.0
31373,54,11,54,54,9.351851851851851,49.0,15,1.0,44.0
31374,20,0,19,20,10.15,20.0,13,1.0,19.0
31375,62,2,59,62,11.03225806451613,55.0,45,1.0,44.0
31376,130,2,116,130,11.392307692307693,109.0,18,1.0,63.0
31377,6,0,6,6,15.666666666666666,6.0,6,1.0,5.0
31378,46,2,44,46,12.565217391304348,42.0,15,1.0,38.0
31379,4,0,4,4,9.25,4.0,1,2.0,4.0
31380,42,0,40,42,11.5,35.0,25,1.0,31.0
31381,32,0,31,32,10.53125,30.0,7,1.0,25.0
31382,2,0,2,2,9.5,2.0,1,1.0,2.0
31383,51,0,45,51,10.882352941176471,49.0,30,1.0,35.0
31384,9,0,9,9,13.222222222222221,9.0,2,1.0,9.0
31385,351,0,325,351,10.54131054131054,271.0,12,2.0,158.0
31386,55,1,55,55,14.036363636363637,47.0,24,1.0,44.0
31387,9,0,8,9,9.333333333333334,8.0,5,1.0,8.0
31388,179,0,172,179,12.022346368715084,155.0,41,3.0,91.0
